Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Допомога літнім людям,Helping elderly people,Pomoc starším lidem
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Транспортні перевезення,Transportation,Doprava a přeprava
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Доставка пального,Delivery of fuel,Dodávka paliva
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Надання або пошук житла,Giving or searching for housing,Poskytnutí nebo vyhledání ubytování
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Доставка їжі,Delivery of food,Rozvoz jídla
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Доставка медикаментів,Delivery of medicines,Dodávka léků
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Психологічна допомога,Psychological help,Psychologická pomoc
Волонтерська допомога,Volunteer assistance,Dobrovolnictví,Допомога тваринам,Assistance to animals,Pomoc zvířatům
Кур'єрські послуги,Courier services,Kurýrní služby,Кур'єрська доставка,Courier delivery,Kurýrní doručování
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка продуктів,Product delivery,Doručení potravin
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка готової їжі,Delivery of finished food,Doručení hotových jídel
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка ліків,Delivery of medication,Doručení léků
Кур'єрські послуги,Courier services,Kurýrní služby,Кур'єр на авто,A courier on a car,Rozvoz autem
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка товару з інтернетмагазину,Delivery of goods from the online store,Doručení zboží z internetového obchodu
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка документів,Delivery of documents,Doručení dokumentů
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка подарунків,Delivery of gifts,Doručení dárků
Кур'єрські послуги,Courier services,Kurýrní služby,Доставка квітів,Delivery of flowers,Doručení květin
Кур'єрські послуги,Courier services,Kurýrní služby,Відправити поїздом або маршруткою,Send by train or shuttle bus,Odeslání vlakem nebo autobusem
Кур'єрські послуги,Courier services,Kurýrní služby,Забрати і відправити поштою,Pick up and send by mail,Vyzvednutí a zaslání poštou
Кур'єрські послуги,Courier services,Kurýrní služby,Знайти,Find,Najít
Кур'єрські послуги,Courier services,Kurýrní služby,Постояти в черзі,Stand in the queue,Stát ve frontě
Кур'єрські послуги,Courier services,Kurýrní služby,Інші кур'єрські послуги,Other courier services,Ostatní kurýrní služby
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання квартир,Cleaning of apartments,Úklid bytů
Клінінгові послуги,Cleaning services,Úklidové služby,Генеральне прибирання,spring cleaning,Generální úklid bytů
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання після ремонту,Cleaning after repair,Úklid po rekonstrukci
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка,Dry cleaner's,Chemické čištění
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка меблів,Dry cleaning of furniture,Chemické čištění nábytku
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка килимів,Dry cleaning of carpets,Chemické čištění koberců
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка одягу,Dry cleaning of clothes,Chemické čištění oděvů
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка текстилю,Textile dry cleaning,Chemické čištění textilií
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка хутряних виробів,Dry cleaning of fur products,Chemické čištění kožešinových výrobků
Клінінгові послуги,Cleaning services,Úklidové služby,Хімчистка шкіряних виробів,Dry cleaning of leather products,Chemické čištění kožené galanterie
Клінінгові послуги,Cleaning services,Úklidové služby,Інше в послугах хімчистки,Other in Dry Cherry Services,Ostatní služby chemického čištění
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання котеджів і будинків,Cleaning cottages and houses,Úklid chat a domů
Клінінгові послуги,Cleaning services,Úklidové služby,Мийка вікон,Window sink,Mytí oken
Клінінгові послуги,Cleaning services,Úklidové služby,Миття фасадів,Washing of facades,Mytí fasád
Клінінгові послуги,Cleaning services,Úklidové služby,Екоприбирання,Eco -picking,Ekologické čištění
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання офісів,Cleaning offices,Úklid kanceláří
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання ресторанів,Cleaning restaurants,Úklid restaurací
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання магазинів,Cleaning stores,Úklid obchodů
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання прилеглих територій,Cleaning of adjacent areas,Úklid přilehlých území
Клінінгові послуги,Cleaning services,Úklidové služby,Дезінсекція,Disinsection,Dezinfekce
Клінінгові послуги,Cleaning services,Úklidové služby,Дезінфекція приміщень,Disinfection of premises,Dezinfekce prostor
Клінінгові послуги,Cleaning services,Úklidové služby,Дератизація,Deratization,Deratizace
Клінінгові послуги,Cleaning services,Úklidové služby,Озонування приміщень,Ozonation of premises,Ozonizace prostor
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання після потопів і пожеж,Cleaning after floods and fires,Úklid po povodních a požárech
Клінінгові послуги,Cleaning services,Úklidové služby,Прибирання виробничих приміщень,Cleaning of production facilities,Čištění průmyslových prostor
Клінінгові послуги,Cleaning services,Úklidové služby,Організація простору,Organization of space,Organizace prostoru
Клінінгові послуги,Cleaning services,Úklidové služby,Інше прибирання,Other cleaning,Ostatní čištění
Домашній майстер,Home master,Řemeslník pro domácnost,Сантехнік,Plumbing,Instalatér
Домашній майстер,Home master,Řemeslník pro domácnost,Електрик,Electrician,Elektrikář
Домашній майстер,Home master,Řemeslník pro domácnost,Чоловік на годину,A man for an hour,Manžel na hodinu
Домашній майстер,Home master,Řemeslník pro domácnost,Столяр,Joiner,Tesař
Домашній майстер,Home master,Řemeslník pro domácnost,Слюсар,Locksmith,Zámečník
Домашній майстер,Home master,Řemeslník pro domácnost,Установка побутової техніки,Installation of home appliances,Instalace domácích spotřebičů
Домашній майстер,Home master,Řemeslník pro domácnost,Інші послуги майстра,Other services of the master,Další služby řemeslníka
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Вантажні перевезення,Freight transportation,Nákladní doprava
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Послуги вантажників,Services of loaders,Služby závozníka
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Вивіз будівельного сміття,Export construction debris,Odvoz stavebního odpadu
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Перевезення меблів і техніки,Transportation of furniture and appliances,Přeprava nábytku a vybavení
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Переїзд квартири або офісу,Moving an apartment or office,Stěhování bytu nebo kanceláře
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Послуги таксі,Taxi services,Taxislužby
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Тверезий водій,A sober driver,Střízlivý řidič
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Пасажирські перевезення,Passenger transportation,Přeprava cestujících
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Міжміські перевезення,Long -distance transportation,Přeprava na dlouhé vzdálenosti
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Упаковка і сортування,Packaging and sorting,Balení a třídění
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Послуги складу,Composition services,Skladové služby
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Міжнародні перевезення,International transportation,Mezinárodní doprava
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Вивіз снігу,Removed the snow,Odvoz sněhu
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Митне оформлення,Customs clearance,Celní odbavení
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Послуги експедитора,Services of the freight forwarder,Zasílatelské služby
Транспортні та складські послуги,Transport and warehouse services,Dopravní a skladové služby,Інші логістичні та складські послуги,Other logistics and warehouse services,Ostatní logistické a skladové služby
Меблеві роботи,Furniture works,Práce s nábytkem,Виготовлення меблів,Making furniture,Výroba nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Ремонт меблів,Repair of furniture,Oprava nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Збирання меблів,Collection of furniture,Montáž nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Реставрація меблів,Restoration of furniture,Restaurování nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Перетяжка меблів,Furniture constriction,Čalounění nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Збирання меблів IKEA,Ikea furniture,Montáž nábytku IKEA
Меблеві роботи,Furniture works,Práce s nábytkem,Швачка м'яких меблів,Seamstress soft furniture,Švadlena čalouněného nábytku
Меблеві роботи,Furniture works,Práce s nábytkem,Інші меблеві роботи,Other furniture work,Ostatní nábytkářské práce
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт пральних машин,Repair of washing machines,Oprava pračky
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт холодильників,Repair of refrigerators,Oprava chladničky
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт посудомийних машин,Repair of dishwashers,Oprava myčky nádobí
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт бойлерів,Repair of boilers,Oprava kotlů
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт кондиціонерів,Air conditioning repair,Oprava klimatizace
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Інший ремонт великої побутової техніки,Another repair of large appliances,Ostatní opravy velkých domácích spotřebičů
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт кавоварок,Repair of coffee machines,Oprava kávovaru
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Ремонт швейних машин,Repair of sewing machines,Oprava šicího stroje
Ремонт побутової техніки,Repair of household appliances,Oprava domácích spotřebičů,Інший ремонт дрібної побутової техніки,Another repair of small appliances,Ostatní opravy malých domácích spotřebičů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Ремонт ноутбуків,Repair of laptops,Opravy notebooků
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Установка Windows,Installation of Windows,Instalace systému Windows
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Встановлення та налаштування програм,Setting and setting up app,Instalace a konfigurace programů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Ремонт комп'ютерів,Repair of computers,Oprava počítačů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Ремонт комплектуючих,Repair of components,Oprava součástí
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Підключення і настройка Інтернету,Connecting and setting up the Internet,Připojení a nastavení Internetu
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Налаштування,Setting up,Nastavení
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Видалення вірусів,Removal of viruses,Odstranění virů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Відновлення даних,Data Restoration,Obnova dat
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Чистка від пилу,Dust cleaning,Čištění od prachu
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Діагностика ноутбуків і ПК,Diagnosis of laptops and PCs,Diagnostika notebooků a počítačů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Встановлення і налаштування серверів,Setting and setting up servers,Instalace a konfigurace serverů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Ремонт моніторів,Repair of monitors,Oprava monitorů
Комп'ютерна допомога,Computers help,Pomoc s počítačem,Інший ремонт ноутбуків і ПК,Another repair of laptops and PCs,Ostatní opravy notebooků a počítačů
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт телевізорів,Repair of TVs,Oprava televize
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт навушників,Repair of headphones,Oprava sluchátek
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт смартгодинників,Repair of smart people,Oprava chytrých hodinek
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт повербанків,Repair of returns,Oprava power banky
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт аудіосистем,Repair of audio systems,Oprava audiosystému
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт автомагнітол,Repair of auto,Oprava autorádia
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт ігрових приставок,Repair of game consoles,Oprava herních konzolí
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт фотоапаратів,Repair of cameras,Oprava fotoaparátu
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт планшетів,Repair of tablets,Oprava tabletu
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт підсилювачів,Repair of amplifiers,Oprava zesilovače
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт відео і радіоняні,Video repair and radio,Oprava kamer a dětských chůviček
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт відеореєстраторів,Repair of DVR,Oprava videozáznamníku
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт безперебійника,Uninterrupted repair,Oprava záložního zdroje
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт навігаторів,Repair of navigators,Oprava navigátoru
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт електронних книг,Repair of ebooks,Oprava elektronických knih
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт відеокамер,Repair of camcorders,Oprava videokamer
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Ремонт плеєрів,Repair of players,Oprava přehrávače
Ремонт цифрової техніки,Repair of digital equipment,Oprava digitálních zařízení,Інший ремонт цифрової техніки,Another digital equipment repair,Ostatní opravy digitálních zařízení
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт iPhone,Iphone repair,Oprava iPhonu
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Samsung,Samsung repair,Oprava Samsung
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Xiaomi,Xiaomi repair,Oprava Xiaomi
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Huawei,Huawei repair,Oprava Huawei
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт LG,Repair LG,Oprava LG
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Sony,Sony repair,Oprava Sony
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Google Pixel,Google Pixel repair,Oprava zařízení Google Pixel
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт HTC,HTC repair,Oprava HTC
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Meizu,MEIZU repair,Oprava Meizu
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Realme,Realme repair,Oprava Realme
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Nokia,Nokia repair,Oprava zařízení Nokia
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт Blackview,Repair BlackView,Oprava Blackview
Ремонт мобільних телефонів,Repair of mobile phones,Oprava mobilních telefonů,Ремонт інших телефонів,Repair of other phones,Oprava ostatních telefonů
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Обслуговування бойлерів,Boiler service,Údržba kotlů
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Обслуговування пральних машин,Maintenance of washing machines,Údržba praček
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Обслуговування посудомийних машин,Maintenance of dishwasher,Údržba myček nádobí
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Обслуговування холодильників,Maintenance of refrigerators,Údržba chladniček
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Заправка кондиціонерів,Air conditioning,Doplňování paliva do klimatizací
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Обслуговування кондиціонерів,Air conditioning,Údržba klimatizací
Обслуговування техніки,Maintenance of equipment,Údržba přístrojů,Інше обслуговування техніки,Other maintenance of equipment,Ostatní údržba zařízení
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Встановлення супутникового ТБ,Installation of satellite TV,Instalace satelitní televize
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Ремонт супутникових антен,Repair of satellite antennas,Opravy satelitních antén
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Монтаж супутникових антен,Installation of satellite antennas,Instalace satelitních antén
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Налаштування тюнера,Tuner adjustment,Ladění tuneru
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Прошивка тюнера,Tuner firmware,Firmware tuneru
Налаштування супутникового ТБ,Setting up satellite TV,Nastavení satelitní televize,Інші налаштування супутникового ТБ,Other Satellite TV settings,Další nastavení satelitní televize
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Заправка картриджів,Cartridge dressing,Doplňování kazet
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт принтерів,Repair of printers,Oprava tiskárny
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт БФП,Repair of BFP,Oprava multifunkčních zařízení
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт проєкторів,Repair of projects,Oprava projektoru
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт шредерів,Repair of shreders,Oprava skartovacího stroje
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт сканерів,Scanner repair,Oprava skeneru
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Ремонт факсів,Fax repair,Oprava faxu
Ремонт оргтехніки,Repair of office equipment,Oprava kancelářského vybavení,Інший ремонт оргтехніки,Other repair of office equipment,Ostatní opravy kancelářského vybavení
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт фенів,Repair of hair dryers,Oprava fénu na vlasy
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт машинок для стрижки,Repair of cars for haircut,Oprava strojku na stříhání vlasů
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт бритв і епіляторів,Repair of razors and epilators,Oprava holicího strojku a epilátoru
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт тренажерів,Repair of simulators,Oprava trenažéru
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт плойок,Repair of curls,Oprava kulmy
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт приладів для манікюру і педикюру,Manicure and pedicure repair,Oprava zařízení pro manikúru a pedikúru
Ремонт техніки для краси і догляду,Repair of beauty and care technique,Opravy kosmetického a pečovatelského vybavení,Ремонт іншої техніки для краси,Repair of other technique for beauty,Opravy ostatních kosmetických zařízení
Ремонт електроінструментів,Repair of power tools,Oprava elektrického nářadí,Ремонт електропил і бензопил,Repair of electric saws and chainsaw,Oprava elektrické a řetězové pily
